Drug,Rule_Num,Rule_Header,Matched_Cancers,Potential_New_Cancers,Full_Text_Length
9.97.Avapritinib (如Ayvakit)：(111/6/1、113/6/1),3.,3.每次申請事前審查之療程以6個月為限，再次申請必須提出客觀證據(如：影像學)證實無惡化，才可繼續使用。,無符合,無,52
9.97.Avapritinib (如Ayvakit)：(111/6/1、113/6/1),4.,4.每日至多處方100mg 2粒或300mg 1粒。,無符合,無,26
9.98.Pemigatinib (如Pemazyre)：(112/5/1、113/6/1),1.,1.適用於成人接受過全身性藥物治療、腫瘤具有FGFR2融合或重排、不可手術切除的局部晚期或轉移性肝內膽管癌。,膽道癌,晚期或轉移性肝內膽管癌,54
9.98.Pemigatinib (如Pemazyre)：(112/5/1、113/6/1),2.,2.需經事前審查核准後使用，初次申請需檢附腫瘤組織具有FGFR2基因融合或重排之基因變異檢測報告，且需符合全民健康保險藥品給付規定之通則十二。(113/6/1),無符合,初次申請需檢附腫瘤,80
9.98.Pemigatinib (如Pemazyre)：(112/5/1、113/6/1),3.,3.核准後每12週需再次申請，再次申請時需檢附療效評估資料證實無疾病惡化，才可繼續使用。,無符合,無,44
9.98.Pemigatinib (如Pemazyre)：(112/5/1、113/6/1),4.,4.每日限處方1粒。,無符合,無,10
9.99.Gilteritinib(如Xospata)：(112/6/1、113/6/1、115/8/1),1.,1.限單獨使用於具有FLT3突變的復發性或難治性急性骨髓性白血病(R/R AML)，限用於(112/6/1、115/8/1)：,白血病,性或難治性急性骨髓性白血病,233
9.99.Gilteritinib(如Xospata)：(112/6/1、113/6/1、115/8/1),2.,2.須經事前審查核准後使用，每次申請為3個療程，每個療程為1個月，申請劑量以每日120mg為上限：(112/6/1、115/8/1),無符合,無,567
9.99.Gilteritinib(如Xospata)：(112/6/1、113/6/1、115/8/1),3.,3.檢附之FLT3突變檢測結果報告，需符合全民健康保險藥品給付規定之通則十二。(113/6/1),無符合,無,48
9.100.Acalabrutinib(如Calquence)：(112/7/1、112/12/1、114/10/1、115/5/1),1.,1.單獨使用於先前接受過至少一種化學或標靶治療方式無效或復發的被套細胞淋巴瘤成年病人。,淋巴瘤,或復發的被套細胞淋巴瘤,263
9.100.Acalabrutinib(如Calquence)：(112/7/1、112/12/1、114/10/1、115/5/1),2.,2.單獨使用於慢性淋巴球性白血病(CLL)成年病人。(112/7/1、112/12/1、114/10/1、115/5/1),白血病,獨使用於慢性淋巴球性白血病,980
9.101.Tepotinib (如Tepmetko):(112/7/1、113/6/1),1.,1.適用於治療轉移性非小細胞肺癌的成人病人，其腫瘤帶有導致間質上皮轉化因子外顯子14 跳讀式突變(MET exon 14 skipping mutation)。,肺癌,"其腫瘤, 治療轉移性非小細胞肺癌",80
9.101.Tepotinib (如Tepmetko):(112/7/1、113/6/1),2.,2.須經事前審查核准後使用:,肺癌,具確實患有非小細胞肺癌,194
9.101.Tepotinib (如Tepmetko):(112/7/1、113/6/1),3.,3.使用本品無效後則不再給付該適應症相關之免疫檢查點PD-1、PD-L1抑制劑。,無符合,無,40
9.101.Tepotinib (如Tepmetko):(112/7/1、113/6/1),4.,4.每日最多處方2粒。,無符合,無,11
9.102.Dinutuximab beta (如Qarziba)：(112/8/1),1.,1.限用於年齡12個月以上的初診斷高危險神經母細胞瘤病人之初次使用GD2免疫治療；且在接受自體幹細胞移植前至少達到部分緩解，在自體幹細胞移植後，可申請以1次治療所需的5個療程為限。,神經母細胞瘤,診斷高危險神經母細胞瘤,90
9.102.Dinutuximab beta (如Qarziba)：(112/8/1),2.,2.限移植後12個月內開始使用。,無符合,無,16
9.102.Dinutuximab beta (如Qarziba)：(112/8/1),3.,3.自初診斷至使用本品前，出現復發、新轉移或疾病惡化者，不得申請給付。,無符合,無,35
9.102.Dinutuximab beta (如Qarziba)：(112/8/1),4.,4.經事前審查核准後使用。,無符合,無,13
9.103.Tisagenlecleucel(如Kymriah)：(112/11/1、113/2/1、114/8/1),1.,1.治療患有難治型、移植後復發、第二次或二次以上復發之B細胞急性淋巴性白血病（ALL），且需符合以下條件:,白血病,細胞急性淋巴性白血病,660
9.103.Tisagenlecleucel(如Kymriah)：(112/11/1、113/2/1、114/8/1),2.,2.治療經二線或二線以上全身治療後之復發性或難治性瀰漫性大B細胞淋巴瘤（DLBCL）的成人病人。且需符合以下條件:(112/11/1、114/8/1),"淋巴瘤, 皮膚癌","之外的併發惡性腫瘤, 但充分治療的基底細胞癌, 原位癌, 原發惡性腫瘤, 或鱗狀細胞癌, 細胞淋巴瘤, 若為子宮頸或乳腺癌",987
9.103.Tisagenlecleucel(如Kymriah)：(112/11/1、113/2/1、114/8/1),3.,3.前述1、2項均須符合下列條件：,淋巴瘤,"發性中樞神經系統淋巴瘤, 發性中樞神經系統淋巴癌, 證明無淋巴瘤, 需證實癌",449
9.103.Tisagenlecleucel(如Kymriah)：(112/11/1、113/2/1、114/8/1),4.,4.執行醫師須完全符合下列資格：,無符合,無,156
9.103.Tisagenlecleucel(如Kymriah)：(112/11/1、113/2/1、114/8/1),5.,5.執行醫院須完全符合下列條件：,無符合,無,403
9.103.Tisagenlecleucel(如Kymriah)：(112/11/1、113/2/1、114/8/1),6.,6.須經專家小組特殊專案審查核准後使用，並須檢附下列文件：,無符合,無,108
9.104.Zanubrutinib(如Brukinsa)：(112/12/1、114/8/1、114/10/1、115/5/1),1.,1.單獨使用於先前接受過至少一種化學或標靶治療方式無效或復發的被套細胞淋巴瘤成年病人。(112/12/1、114/8/1、114/10/1、115/5/1),淋巴瘤,或復發的被套細胞淋巴瘤,337
9.104.Zanubrutinib(如Brukinsa)：(112/12/1、114/8/1、114/10/1、115/5/1),2.,2.單獨使用於曾接受含一種單株抗體及一種靜脈注射之alkylating agent之chemoimmunotherapy至少4個療程以上後復發者的華氏巨球蛋白血症成年病人。(112/12/1、114/8/1)。,無符合,無,357
9.104.Zanubrutinib(如Brukinsa)：(112/12/1、114/8/1、114/10/1、115/5/1),3.,3.與obinutuzumab併用，治療先前曾接受至少兩線(每線至少4個療程)全身性治療無效或復發的濾泡性淋巴瘤成人病人。(114/8/1),淋巴瘤,"效或復發的濾泡性淋巴瘤, 有三顆以上之腫瘤, 有單一腫瘤",549
9.104.Zanubrutinib(如Brukinsa)：(112/12/1、114/8/1、114/10/1、115/5/1),4.,4.單獨使用於慢性淋巴球性白血病(CLL)成人病人。(114/10/1、115/5/1),白血病,獨使用於慢性淋巴球性白血病,927
9.105.Polatuzumab vedotin (如Polivy)：(113/2/1、114/8/1),1.,1.限與bendamustine和rituximab併用，適用於第三線治療復發型（relapsed）或難治型（refractory）且未曾接受及不適合接受造血幹細胞移植的瀰漫性大型B細胞淋巴瘤（DLBCL）成年病人，並須完全符合下列條件：,淋巴瘤,細胞淋巴瘤,634
9.105.Polatuzumab vedotin (如Polivy)：(113/2/1、114/8/1),2.,2.需經事前審查核准後使用：,無符合,無,90
9.105.Polatuzumab vedotin (如Polivy)：(113/2/1、114/8/1),3.,3.病人接受本藥物治療後，不給付造血幹細胞移植。(113/2/1、114/8/1),無符合,無,41
9.105.Polatuzumab vedotin (如Polivy)：(113/2/1、114/8/1),4.,4.本藥品、glofitamab及epcoritamab僅得擇一給付，治療失敗後不得互換。(114/8/1),無符合,無,54
9.106.Sacituzumab govitecan (如Trodelvy）：(113/2/1、114/2/1、114/10/1),1.,1.用於治療先前已接受兩次以上全身性治療無效(其中一次需為治療晚期疾病)之無法切除的局部晚期或轉移性的三陰性乳癌成人病人。(113/2/1、114/2/1),乳癌,期或轉移性的三陰性乳癌,342
9.106.Sacituzumab govitecan (如Trodelvy）：(113/2/1、114/2/1、114/10/1),2.,2.用於治療患有無法切除的局部晚期或轉移性的HR陽性、HER2陰性之乳癌成人病人。(114/10/1),乳癌,"的轉移性乳癌, 陰性之乳癌",273
9.107.Abemaciclib (如Verzenio)：(113/3/1、113/6/1),1.,1.併用內分泌療法(tamoxifen或芳香環酶抑制劑)，作為荷爾蒙受體(HR)陽性(ER或PR>30%)、第二型人類表皮生長因子受體(HER2)陰性、淋巴結陽性，高復發風險之早期乳癌成年女性病人的輔助療法，須符合下列高復發風險條件之一(113/3/1、113/6/1)：,乳癌,"且腫瘤, 高復發風險之早期乳癌",256
9.107.Abemaciclib (如Verzenio)：(113/3/1、113/6/1),2.,2.使用前，須接受標準之化學及放射輔助治療方可申請使用。使用中，若疾病惡化須停止使用且不得再使用其他CDK4/6抑制劑。,無符合,無,60
9.107.Abemaciclib (如Verzenio)：(113/3/1、113/6/1),3.,3.使用前，僅能接受最多12週的內分泌治療，且應於手術切除後16個月內接受本品治療。,無符合,無,42
9.107.Abemaciclib (如Verzenio)：(113/3/1、113/6/1),4.,4.須經事前審查核准後使用，每24週須再次申請並檢附療效評估資料，若疾病有惡化情形須停止使用。,無符合,無,47
9.107.Abemaciclib (如Verzenio)：(113/3/1、113/6/1),5.,5.每日至多使用2錠，使用不得超過2年。,無符合,無,20
9.108. Isatuximab(如Sarclisa)：(113/4/1、114/9/1),1.,1.限與carfilzomib/dexamethasone併用，治療先前曾接受至少1種含bortezomib或lenalidomide之療法治療失敗的多發性骨髓瘤成人患者，且須具有良好日常體能狀態(ECOG<2)者。,多發性骨髓瘤,療法治療失敗的多發性骨髓瘤,108
9.108. Isatuximab(如Sarclisa)：(113/4/1、114/9/1),2.,2.須經事前審查核准後使用：(113/4/1、114/9/1),無符合,無,927
9.108. Isatuximab(如Sarclisa)：(113/4/1、114/9/1),3.,3.每位病人終生限給付26次輸注。,無符合,無,17
9.108. Isatuximab(如Sarclisa)：(113/4/1、114/9/1),4.,4.除carfilzomib外，本案藥品不得與其他蛋白酶體抑制劑(proteasome inhibitor)或免疫調節劑(immunomodulatory drugs)併用。,無符合,無,87
9.108. Isatuximab(如Sarclisa)：(113/4/1、114/9/1),5.,5.Isatuximab與daratumumab二者僅能擇一使用，除因藥物耐受不良以外，不可以其他原因申請互換使用。,無符合,無,58
9.109.Enfortumab vedotin(如Padcev）：(113/5/1),1.,1.適用於先前接受過含鉑化學治療，後續接受免疫檢查點抑制劑(如atezolizumab；nivolumab；pembrolizumab；avelumab；ipilimumab製劑)治療失敗後疾病惡化的局部晚期或轉移性泌尿道上皮癌成人病人，須檢附接受過含鉑化學治療之病歷報告。,無符合,道上皮癌,137
9.109.Enfortumab vedotin(如Padcev）：(113/5/1),2.,2.使用條件：,無符合,無,253
9.109.Enfortumab vedotin(如Padcev）：(113/5/1),3.,3.須經事前審查核准後使用。初次申請時需檢附以下資料：,無符合,無,180
9.109.Enfortumab vedotin(如Padcev）：(113/5/1),4.,4.每次申請事前審查以3個療程為限，再次申請時需檢附療效評估資料，若病情惡化即不得再次申請，無效後或給付時程期滿後則不再給付該適應症相關之標靶藥物及免疫檢查點抑制劑。,無符合,無,83
9.109.Enfortumab vedotin(如Padcev）：(113/5/1),5.,5.每位病人限給付6個療程。,無符合,無,14
9.110.Tirabrutinib (如Velexbru）：(113/6/1),1.,1.適用於治療成人復發或難治型原發性中樞神經系統B細胞淋巴瘤，且符合下列各項條件：,淋巴瘤,細胞淋巴瘤,126
9.110.Tirabrutinib (如Velexbru）：(113/6/1),2.,2.須經事前審查核准後使用。首次申請事前審查之療程以3個月為限，之後每3個月需再次申請，再次申請時應檢附前次治療結果評估資料，如影像學檢查報告。,無符合,無,72
9.110.Tirabrutinib (如Velexbru）：(113/6/1),3.,3.每日至多處方6粒。,無符合,無,11
9.110.Tirabrutinib (如Velexbru）：(113/6/1),4.,4.限給付9個月。,無符合,無,9
9.110.Tirabrutinib (如Velexbru）：(113/6/1),5.,5.限單獨使用，不得同時使用單株抗體及化療。,無符合,無,22
9.111.Elotuzumab (如Empliciti)：(113/9/1),1.,1.與pomalidomide及dexamethasone併用，治療之前曾接受過至少兩種療法（包括lenalidomide和蛋白酶體抑制劑）的多發性骨髓瘤成年病人，且完全符合下列條件：,多發性骨髓瘤,的多發性骨髓瘤,169
9.111.Elotuzumab (如Empliciti)：(113/9/1),2.,2.需經事前審查核准後使用：,多發性骨髓瘤,無,927
9.111.Elotuzumab (如Empliciti)：(113/9/1),3.,3.不得與蛋白酶體抑制劑(bortezomib、carfilzomib)或lenalidomide併用。,無符合,無,52
9.112.Pertuzumab與trastuzumab皮下注射複方製劑(如Phesgo):(113/12/1、114/5/1),1.,1.本藥品及化學療法併用於具HER2過度表現（IHC3+或FISH+），且具腋下淋巴結轉移但無遠處臟器轉移之早期乳癌病人（113/12/1、114/5/1）,乳癌,遠處臟器轉移之早期乳癌,336
9.112.Pertuzumab與trastuzumab皮下注射複方製劑(如Phesgo):(113/12/1、114/5/1),2.,2.轉移性乳癌,乳癌,"使用於轉移性乳癌, 先前於早期乳癌, 惟於早期乳癌, 轉移性乳癌",312
9.113.Gemtuzumab ozogamicin(如Mylotarg)：(114/1/1),1.,1.限用於新診斷原發型CD33陽性的急性骨髓性白血病(AML)病人之標準前導與鞏固性化療時合併使用，且完全符合下列條件：,白血病,"排除急性前骨髓性細胞白血病, 陽性的急性骨髓性白血病",146
9.113.Gemtuzumab ozogamicin(如Mylotarg)：(114/1/1),2.,2.需經事前審查核准後使用，用於誘導期時，以1個療程(3次輸注)為限，並需合併標準3+7緩解誘導化療使用。,無符合,無,53
9.113.Gemtuzumab ozogamicin(如Mylotarg)：(114/1/1),3.,3.若病患疾病達到完全緩解(即CR 或 CRi)，可續申請使用於鞏固治療期，每次申請以1個療程為限(1次輸注)，並最多給付2個鞏固治療療程(即2次輸注)。申請時需檢附前次治療結果評估資料證實無疾病惡化。,無符合,無,101
9.113.Gemtuzumab ozogamicin(如Mylotarg)：(114/1/1),4.,4.每人以給付5次輸注為上限。,無符合,無,15
9.114.Fedratinib (如Inrebic)：(114/1/1、114/10/1),1.,1.用於未曾接受Janus 激酶抑制劑（JAK inhibitor）治療或曾接受ruxolitinib 治療後不耐受或有禁忌症，且為International Working Group（IWG）Consensus Criteria 中度風險或高風險之骨髓纖維化，包括原發性骨髓纖維化、真性紅血球增多,無符合,無,838
9.114.Fedratinib (如Inrebic)：(114/1/1、114/10/1),2.,2.本藥品與ruxolitinib、momelotinib用於中度風險或高風險之骨髓纖維化治療時，僅得擇一給付。ruxolitinib、momelotinib治療後如疾病惡化不得換用本藥品。(114/10/1),無符合,無,105
9.115.Trastuzumab deruxtecan (如Enhertu)：(114/2/1),1.,1.單獨使用於具HER2過度表現(IHC3+或FISH+)之轉移性乳癌病人作為二線治療，並同時符合下列情形：,乳癌,"之前已經接受過轉移性癌, 之轉移性乳癌, 個月內癌",350
9.115.Trastuzumab deruxtecan (如Enhertu)：(114/2/1),2.,2.單獨使用於ER、PR皆陰性且具 HER2弱陽性(IHC 1+或IHC 2+/ISH-)表現之無法切除的局部晚期或轉移性乳癌病人，且符合下列各項條件：,乳癌,的局部晚期或轉移性乳癌,291
9.115.Trastuzumab deruxtecan (如Enhertu)：(114/2/1),3.,3.申報醫療費用時「總量」應依實際使用量申報，取至小數點第一位，第二位四捨五入。,無符合,無,40
9.116.Selumetinib (如Koselugo)：(114/2/1),1.,1.治療3歲以上至未滿18歲第1型神經纖維瘤(neurofibromatosis type1，NF1) 合併有叢狀神經纖維瘤（plexiform neurofibroma，PN）之兒童病人，且同時符合下列情形：,無符合,"合併有叢狀神經纖維瘤, 型神經纖維瘤",132
9.116.Selumetinib (如Koselugo)：(114/2/1),2.,2.無法以手術切除的定義為：,無符合,"兒遺傳科或小兒血液腫瘤, 血液腫瘤",215
9.116.Selumetinib (如Koselugo)：(114/2/1),3.,3.具有症狀且嚴重的PN定義為因PN引起的嚴重症狀，且符合下列情況之一者：,無符合,因腫瘤,183
9.116.Selumetinib (如Koselugo)：(114/2/1),4.,4.需經事前審查核准後使用，每次申請以6個月為限，初次申請時須提供疾病相關檢驗及症狀證據，如照片、檢查影像、病理報告或評估報告；再次申請時應檢附前次治療結果評估資料，以RECIST標準評定藥物療效反應，如有下列情況之一，應停止使用：,無符合,無,248
9.116.Selumetinib (如Koselugo)：(114/2/1),5.,5.每日最高劑量為100 mg。,無符合,無,16
9.117.Selinexor(如Xpovio)：(114/3/1),1.,1.與bortezomib及dexamethasone合併使用於先前已接受至少2種治療失敗之多發性骨髓瘤病人，且須具有良好日常體能狀態(ECOG<2)者。,多發性骨髓瘤,失敗之多發性骨髓瘤,77
9.117.Selinexor(如Xpovio)：(114/3/1),2.,2.須經事前審查核准後使用：,無符合,無,901
9.118.Elranatamab (如Elrexfio)：(114/5/1、114/8/1),1.,1.適用於治療先前曾接受至少四線療法(包括一種蛋白酶體抑制劑、一種免疫調節劑和一種抗CD38單株抗體)並在最近治療後顯示為疾病惡化的復發性或難治性多發性骨髓瘤成人病人，且須具有良好日常體能狀態(ECOG≤2)。,多發性骨髓瘤,發性或難治性多發性骨髓瘤,105
9.118.Elranatamab (如Elrexfio)：(114/5/1、114/8/1),2.,2.須經事前審查核准後使用：,無符合,無,877
9.118.Elranatamab (如Elrexfio)：(114/5/1、114/8/1),3.,3.每位病人終生限給付39次輸注。,無符合,無,17
9.118.Elranatamab (如Elrexfio)：(114/5/1、114/8/1),4.,4.執行醫師須完全符合下列資格：,無符合,無,135
9.118.Elranatamab (如Elrexfio)：(114/5/1、114/8/1),5.,5.Elranatamab與teclistamab僅能擇一給付，除因耐受性不良，不得互換。二者使用總療程合併計算，以全部39次輸注為上限。,無符合,無,69
9.119. Teclistamab (如Tecvayli) ：(114/5/1、114/8/1),一般,(無標題),多發性骨髓瘤,發性或難治性多發性骨髓瘤,1233
9.120.Glofitamab（如Columvi）：（114/8/1),1.,1.用於治療先前曾接受至少兩線全身治療之復發性或難治性瀰漫性大B細胞淋巴瘤 (DLBCL) 的成人病人，且須完全符合以下條件：,淋巴瘤,"中樞神經系統淋巴瘤, 細胞淋巴瘤",346
9.120.Glofitamab（如Columvi）：（114/8/1),2.,2.	需經事前審查以核准使用，每次申請事前審查以3個療程為限；首次再申請須檢附達到CR或PR的證明方可續用；其後續申請須證明疾病無惡化方可續用。若病情惡化即須停用。,無符合,無,82
9.120.Glofitamab（如Columvi）：（114/8/1),3.,3.	總療程以12個療程為上限；每位病人一生限用一次連續療程(12個療程)，不得重複申請。,無符合,無,45
9.120.Glofitamab（如Columvi）：（114/8/1),4.,"4.	限以obinutuzumab 1,000mg作為療程之前置治療，僅用以降低療程中誘導細胞激素釋放症候群(CRS)的風險。",無符合,無,63
9.120.Glofitamab（如Columvi）：（114/8/1),5.,5.	執行醫師須完全符合下列資格：,無符合,無,119
9.120.Glofitamab（如Columvi）：（114/8/1),6.,6.	本藥品、polatuzumab vedotin及 epcoritamab僅得擇一給付，治療失敗後不得互換。,無符合,無,56
9.121.Epcoritamab (如Epkinly)：(114/8/1),1.,1.適用於治療先前曾接受至少兩線全身治療之復發性或難治性瀰漫性大B細胞淋巴瘤 (DLBCL) 的成人病人，且須完全符合以下條件：,淋巴瘤,"中樞神經系統淋巴瘤, 細胞淋巴瘤",342
9.121.Epcoritamab (如Epkinly)：(114/8/1),2.,2.須經事前審查以核准使用，每次申請事前審查以3個療程為限；首次再申請須檢附達到CR或PR的證明方可續用；其後續申請須證明疾病無惡化方可續用。若病情惡化即須停用。,無符合,無,81
9.121.Epcoritamab (如Epkinly)：(114/8/1),3.,3.總療程以12個療程為上限；每位病人一生限用一次連續療程(12個療程)，不得重複申請。,無符合,無,44
9.121.Epcoritamab (如Epkinly)：(114/8/1),4.,4.執行醫師須完全符合下列資格：,無符合,無,118
9.121.Epcoritamab (如Epkinly)：(114/8/1),5.,5.本藥品、glofitamab、polatuzumab vedotin，三者僅得擇一給付，治療失敗後不得互換。,無符合,無,56
9.122.Asciminib (如Scemblix)：(114/9/1),1.,1.限用於治療先前曾接受2種以上的酪胺酸激酶抑制劑治療，且發生耐受性不良或治療無效的慢性期費城染色體陽性之慢性骨髓性白血病(Ph+ CML-chronic phase)成年病人。,白血病,色體陽性之慢性骨髓性白血病,89
9.122.Asciminib (如Scemblix)：(114/9/1),2.,2.不能為具有T315I或V299L突變之BCR-ABL融合基因的疾病。,無符合,無,36
9.122.Asciminib (如Scemblix)：(114/9/1),3.,3.使用後無法耐受藥物副作用或發生疾病進展，須停止使用。,無符合,無,28
9.122.Asciminib (如Scemblix)：(114/9/1),4.,4.1~2項規定之疾病診斷或追蹤若為依據基因檢測報告，需符合全民健康保險藥品給付規定之通則十二。,無符合,無,48
9.123.Ripretinib(如Qinlock）：(114/9/1),1.,1.適用於治療已接受3種或以上激酶抑制劑(包括imatinib)治療的晚期胃腸道基質瘤(GIST)成人病人。,胃腸道基質瘤,治療的晚期胃腸道基質瘤,54
9.123.Ripretinib(如Qinlock）：(114/9/1),2.,2.需經事前審查核准後使用，每次申請之療程以3個月為限，送審時需檢送影像資料，每3個月評估一次。治療期間出現疾病惡化，則不可繼續使用。,無符合,無,67
9.123.Ripretinib(如Qinlock）：(114/9/1),3.,3.本藥品不得合併其他藥品，每日至多處方3粒。,無符合,無,23
9.124.Tafasitamab（如Minjuvi）：（114/10/1、115/3/1、115/4/1）,1.,1.限與lenalidomide(限使用Leavdo、Lelimide及Revlimid)併用，適用於經一線全身治療含rituximab治療復發型，不適合接受造血幹細胞移植瀰漫性大型B細胞淋巴瘤(DLBCL)成人病人，且須完全符合以下條件（114/10/1、115/3/1、115/4/1）：,淋巴瘤,"中樞神經系統淋巴瘤, 細胞淋巴瘤",357
9.124.Tafasitamab（如Minjuvi）：（114/10/1、115/3/1、115/4/1）,2.,2.須經事前審查核准以使用，每次申請事前審查以3個療程為限，首次再申請須檢附達到CR或PR的證明方可續用；其後續申請須證明疾病無惡化方可續用。若病情惡化即須停用。,無符合,無,81
9.124.Tafasitamab（如Minjuvi）：（114/10/1、115/3/1、115/4/1）,3.,3.總療程以12個療程為上限；每位病人一生限用一次 (12個療程)，不得重複申請。,無符合,無,41
9.124.Tafasitamab（如Minjuvi）：（114/10/1、115/3/1、115/4/1）,4.,4.執行醫師須為血液病或造血幹細胞移植專科醫師且須完成血液病或造血幹細胞移植的相關照護訓練。,無符合,無,46
9.124.Tafasitamab（如Minjuvi）：（114/10/1、115/3/1、115/4/1）,5.,5.病人接受本藥物治療後，不給付造血幹細胞移植。,無符合,無,24
9.125.Quizartinib（如Vanflyta）：（114/10/1),1.,1.	限用於新確診為FLT3-ITD 突變陽性的急性骨髓性白血病(AML)成人病人，於標準前導(cytarabine 和anthracycline)與鞏固性化療(cytarabine)時合併使用，及於維持治療時單獨使用。,白血病,突變陽性的急性骨髓性白血病,110
9.125.Quizartinib（如Vanflyta）：（114/10/1),2.,2.	需排除急性前骨髓性細胞白血病（acute promyelocytic leukemia，APL）的病人。,白血病,排除急性前骨髓性細胞白血病,55
9.125.Quizartinib（如Vanflyta）：（114/10/1),3.,3.	首次用於標準前導期，可免事前審查，且以2個療程為限。若在2個療程後仍未達完全緩解，則不得再使用。,無符合,無,51
9.125.Quizartinib（如Vanflyta）：（114/10/1),4.,4.	續用於鞏固治療時需經事前審查核准後使用，申請時須檢附FLT3 突變陽性檢測結果及日期、化學治療處方紀錄及療效評估，每次續用申請以2個療程為限，並需檢附前次治療結果評估資料證實無疾病進展，才可繼續使用。前導治療與鞏固治療每人以總共給付6個療程為上限。,無符合,無,127
9.125.Quizartinib（如Vanflyta）：（114/10/1),5.,5.	維持治療僅限於無疾病進展且尚未接受造血幹細胞移植的病人，病人接受造血幹細胞移植後即需停用。續用維持治療須經審查核准後使用，初次申請為3個療程，並須檢附前次治療結果評估資料證實無疾病進展才可繼續使用，每3個療程需再次申請，可治療至疾病復發或無法耐受藥物毒性為止。維持治療每人以24個療程為上限。,無符合,無,149
9.125.Quizartinib（如Vanflyta）：（114/10/1),6.,6.	前導治療與鞏固治療限與midostaurin僅得擇一使用，除因耐受性不良，不得互換。,無符合,無,45
9.125.Quizartinib（如Vanflyta）：（114/10/1),7.,7.	維持治療限與azacitidine擇一使用，除因耐受性不良，不得互換。,無符合,無,38
9.126.Amivantamab(如Rybrevant)：(114/10/1),1.,1.與carboplatin 及pemetrexed 併用，適用於罹患帶有表皮生長因子受體(EGFR) exon 20 插入突變之局部晚期或轉移性非小細胞肺癌(NSCLC)的成人病人，作為第一線治療。,肺癌,期或轉移性非小細胞肺癌,100
9.126.Amivantamab(如Rybrevant)：(114/10/1),2.,2.需經事前審查核准後使用：,肺癌,具確實患有非小細胞肺癌,168
9.127.Momelotinib (如Omjjara)：(114/10/1),1.,1.用於未曾接受Janus激酶抑制劑（JAK inhibitor）治療或曾接受ruxolitinib、fedratinib治療後不耐受或有禁忌症，且為International Working Group（IWG）Consensus Criteria中度風險或高風險之骨髓纖維化，包括原發性骨髓纖維化,無符合,無,867
9.127.Momelotinib (如Omjjara)：(114/10/1),2.,2.本藥品與ruxolitinib、fedratinib用於中度風險或高風險之骨髓纖維化治療時，僅得擇一給付。Ruxolitinib、fedratinib治療後如疾病惡化不得換用本藥品。,無符合,無,93
9.128.Tucidinostat (如Kepida)：(114/12/1),1.,1.與exemestane併用，適用於曾接受過至少一種治療轉移性的內分泌併用CDK4/6抑制劑治療後復發或惡化，且未曾使用exemestane之荷爾蒙接受體陽性、HER2受體陰性，且尚未出現器官轉移危急症狀 (visceral crisis)之停經後轉移性乳癌病人。,乳癌,之停經後轉移性乳癌,133
9.128.Tucidinostat (如Kepida)：(114/12/1),2.,2.需經事前審查核准後使用，每次申請之療程以3個月為限。初次申請時需檢送病理報告及影像報告，之後每3個月申請一次，再次申請時需檢附影像資料及前次治療結果評估資料證實無惡化，才可繼續使用。,無符合,無,93
9.128.Tucidinostat (如Kepida)：(114/12/1),3.,3.本藥品與everolimus僅得擇一使用，除因耐受性不良，不得互換。,無符合,無,36
9.129.Alpelisib (如Piqray）：(115/1/1、115/6/1),1.,1.與fulvestrant併用於曾接受CDK4/6抑制劑治療但疾病惡化的停經後轉移性乳癌病人，且須完全符合下列條件：,乳癌,惡化的停經後轉移性乳癌,113
9.129.Alpelisib (如Piqray）：(115/1/1、115/6/1),2.,2.需經事前審查核准後使用：,無符合,無,100
9.129.Alpelisib (如Piqray）：(115/1/1、115/6/1),3.,3.每日最多處方2粒。,無符合,無,11
9.129.Alpelisib (如Piqray）：(115/1/1、115/6/1),4.,4.本藥品併用fulvestrant與capivasertib併用fulvestrant用於PIK3CA基因突變病人時，僅得擇一給付。(115/6/1),無符合,無,76
9.130.Fulvestrant(如 Fustron)：(115/1/1、115/6/1),1.,1.單獨使用於患有雌激素受體陽性的局部晚期或轉移性乳癌之停經病人，其已接受輔助抗雌激素療法但疾病仍復發，或使用抗雌激素療法但疾病仍惡化。,乳癌,的局部晚期或轉移性乳癌,68
9.130.Fulvestrant(如 Fustron)：(115/1/1、115/6/1),2.,2.與alpelisib或capivasertib併用於曾接受CDK4/6抑制劑治療但疾病惡化的停經後轉移性乳癌病人，且須符合alpelisib或capivasertib之藥品給付規定。(115/1/1、115/6/1),乳癌,惡化的停經後轉移性乳癌,110
9.130.Fulvestrant(如 Fustron)：(115/1/1、115/6/1),3.,3.與CDK4/6抑制劑(限使用palbociclib)併用於曾接受過內分泌療法之局部晚期或轉移性乳癌病人，且須符合CDK4/6抑制劑之藥品給付規定。,乳癌,之局部晚期或轉移性乳癌,75
9.131.Repotrectinib(如Augtyro)：(115/2/1),1.,1.單獨給付於在crizotinib或entrectinib治療中惡化之ROS1陽性之局部晚期或轉移性非小細胞肺癌的成人病人。,肺癌,期或轉移性非小細胞肺癌,63
9.131.Repotrectinib(如Augtyro)：(115/2/1),2.,2.須經事前審查核准後使用：,肺癌,具確實患有非小細胞肺癌,205
9.131.Repotrectinib(如Augtyro)：(115/2/1),3.,3.每日最大劑量限320mg。,無符合,無,15
9.132.Bosutinib(如Bostini)：(115/2/1),1.,1.第一線使用：,白血病,性之慢性期慢性骨髓性白血病,60
